Event	ID	Name			Wwise Object Path	Notes
	394109931	PIECE_PICK			\Default Work Unit\Puzzles\PicturePuzzle\PIECE_PICK	
	410314580	MOTH_END_FLIGHT			\Default Work Unit\Moth\MOTH_END_FLIGHT	
	541555517	MOTH_START_FLIGHT			\Default Work Unit\Moth\MOTH_START_FLIGHT	
	590963579	CAR_PASS			\Default Work Unit\Ambience\Cars\CAR_PASS	
	1107599359	PUZZLE_SOLVED			\Default Work Unit\Puzzles\PUZZLE_SOLVED	
	1275729080	LIVINGROOM_ENTER			\Default Work Unit\Ambience\LIVINGROOM_ENTER	
	1305045635	SFX_UNMUTE			\Default Work Unit\Menu\SFX_UNMUTE	
	1512987680	MENUBUTTON_PRESS			\Default Work Unit\Menu\MENUBUTTON_PRESS	
	1571339874	INGAMEMENU_CLOSE			\Default Work Unit\Menu\INGAMEMENU_CLOSE	
	1594770167	MAP_FAILED			\Default Work Unit\Puzzles\Map\MAP_FAILED	
	1669806022	MOTH_HIT_WINDOW			\Default Work Unit\Moth\MOTH_HIT_WINDOW	
	1696404602	MUSIC_MUTE			\Default Work Unit\Menu\MUSIC_MUTE	
	1726470029	Photograph_1			\Default Work Unit\Story Bites\Photograph_1	
	1931074718	MENU_START_GAME			\Default Work Unit\Menu\MENU_START_GAME	
	1963600256	PUZZLE_LEAVING			\Default Work Unit\Puzzles\PUZZLE_LEAVING	
	2130706069	STORYBITE_TEST			\Default Work Unit\STORYBITE_TEST	
	2132259803	MUSIC_UNMUTE			\Default Work Unit\Menu\MUSIC_UNMUTE	
	2177473561	PIECE_PLACED_WRONG			\Default Work Unit\Puzzles\PicturePuzzle\PIECE_PLACED_WRONG	
	2200206093	MUG_PLACED_RIGHT			\Default Work Unit\Puzzles\Kitchen\MUG_PLACED_RIGHT	
	2218639190	BULB_PLACED_WRONG			\Default Work Unit\Puzzles\Lightbulb\BULB_PLACED_WRONG	
	2345344986	STARBUTTON_PRESS_NOMUSIC			\Default Work Unit\Puzzles\Star\STARBUTTON_PRESS_NOMUSIC	
	2720771844	PIECE_PLACED_RIGHT			\Default Work Unit\Puzzles\PicturePuzzle\PIECE_PLACED_RIGHT	
	2835551186	SFX_MUTE			\Default Work Unit\Menu\SFX_MUTE	
	3041425555	STAR_FAILED			\Default Work Unit\Puzzles\Star\STAR_FAILED	
	3098926425	Television			\Default Work Unit\Story Bites\Television	
	3111840605	MAPBUTTON_PRESS			\Default Work Unit\Puzzles\Map\MAPBUTTON_PRESS	
	3258781332	PUZZLE_SOLVING			\Default Work Unit\Puzzles\PUZZLE_SOLVING	
	3307976374	MAINMENU_OPEN			\Default Work Unit\Menu\MAINMENU_OPEN	
	3443637649	TESTMAPBUTTON			\Default Work Unit\TESTMAPBUTTON	
	3543172817	STARBUTTON_PRESS			\Default Work Unit\Puzzles\Star\STARBUTTON_PRESS	
	3545095724	BULB_PICK_UP			\Default Work Unit\Puzzles\Lightbulb\BULB_PICK_UP	
	3572297172	MUG_PLACED_WRONG			\Default Work Unit\Puzzles\Kitchen\MUG_PLACED_WRONG	
	3831078465	AMBIENCE_CITY			\Default Work Unit\Ambience\City\AMBIENCE_CITY	
	4019917531	BULB_PLACED_RIGHT			\Default Work Unit\Puzzles\Lightbulb\BULB_PLACED_RIGHT	
	4165127606	INGAMEMENU_OPEN			\Default Work Unit\Menu\INGAMEMENU_OPEN	
	4258653052	TEST_EVENT			\Default Work Unit\TEST_EVENT	

Game Parameter	ID	Name			Wwise Object Path	Notes
	1571361561	TENSION			\Default Work Unit\TENSION	
	3334266196	MOTH_DOPPLER			\Default Work Unit\MOTH_DOPPLER	
	4010911193	MOTH_SPEED			\Default Work Unit\MOTH_SPEED	

Modulator LFO	ID	Name			Wwise Object Path	Notes
	1001405383	Modulator LFO (Custom)				
	1011971041	Modulator LFO (Custom)				

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	9507658	BULB_SCREW_2	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\BULB_SCREW_2_6DB458CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\Screw In\BULB_SCREW_2		2520
	18480109	BULB_SCREW	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\BULB_SCREW_6DB458CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\Screw In\BULB_SCREW		2048
	22010400	A photograph_alpha	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\A photograph_alpha_589DAD9A.wem		\Actor-Mixer Hierarchy\Default Work Unit\StoryEvents\Livingroom\A photograph_alpha		324749
	28899600	Reward_03	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Reward_03_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Reward\Reward_03		88779
	41802519	Paper Handling and Turning Sequence_01	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Paper Handling and Turning Sequence_07A450BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interaction\Paper\Pick Paper Up\Paper Handling and Turning Sequence_01		6397
	62958245	City_Quiet	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\ALY04_AMBIENCE_ALLEY_Downtown_HVAC_Distant traffic_ADCC74B9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Street\City\City Ambience Base\City_Quiet		763721
	86692628	Breaking_1	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\194685__kingsrow__breakingvase01_F270A667.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\Breaking\Breaking_1		31719
	89270064	cadillac_1960_30mph_driveby_LtoR_001	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\cadillac_1960_30mph_driveby_LtoR_001_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Street\Cars\Random Car Pass\cadillac_1960_30mph_driveby_LtoR_001		126735
	91542294	Place mug 3	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\MUG_Dull_Wood_Surface_Drop_Series_786D646F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Kitchen\Place mug\Place mug 3		4380
	97043590	BULB_AC_NOISE	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\BULB_AC_NOISE_92E3F427.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\AC power\BULB_AC_NOISE		7636
	106102015	Police_Siren_PSEM_198	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Police_Siren_PSEM.198_6DB458CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Street\City\City Ambience Base\Random Siren Pass\Police_Siren_PSEM_198		90408
	109303465	City_Loud	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\SW010_New_York_City_Room_Tone_Lower_Eastside_Window_4BB51C1C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Street\City\City Ambience Base\City_Loud		1715436
	138948462	Crumbling Printer Paper 9_01	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Crumbling Printer Paper 9_E39F0762.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interaction\Paper\Move Paper\Crumbling Printer Paper 9_01		5998
	141821625	179354__lolamadeus__pint-glass-hits-2	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\179354__lolamadeus__pint-glass-hits-2_B92A2AC2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Moth\Glass ring\179354__lolamadeus__pint-glass-hits-2		4381
	145004352	Rattle_3	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Rattle_3_B52A7F01.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Map\Press Pin\Rattle\Rattle_3		5813
	145128839	We needed a tv_alpha	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\We needed a tv_alpha_0523FD7A.wem		\Actor-Mixer Hierarchy\Default Work Unit\StoryEvents\Livingroom\We needed a tv_alpha		378024
	172808139	Reward_04	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Reward_04_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Reward\Reward_04		70336
	174683352	RATH - Rain Hard Loop 08	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\RATH - Rain Hard Loop 08_7DDF4AFD.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Street\City\City Ambience Base\RATH - Rain Hard Loop 08		93844
	191639381	HIT_WINDOW_SOFT_1	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\HIT_WINDOW_SOFT_1_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Moth\Hit window\HIT_WINDOW_SOFT_1		3619
	195093296	Breaking_4	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Glass,Bottle,Break,Smash,Messy_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\Breaking\Breaking_4		16262
	198297861	Breaking_2	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\194683__kingsrow__breakingvase03_2FEE018E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\Breaking\Breaking_2		40877
	208200834	Rattle_1	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Rattle_1_B52A7F01.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Map\Press Pin\Rattle\Rattle_1		6300
	208842304	HIT_WINDOW_SOFT	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\HIT_WINDOW_SOFT_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Moth\Hit window\HIT_WINDOW_SOFT		3849
	229842446	201788__st303__room-with-buzz-incandescent-light-bulb	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\201788__st303__room-with-buzz-incandescent-light-bulb_BE3C0B1C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\Buzz\201788__st303__room-with-buzz-incandescent-light-bulb		194962
	243956854	light_switch_019	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\light_switch_019_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interaction\Lightswitch\light_switch_019		3993
	251313862	HIT_WINDOW_SOFT_2	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\HIT_WINDOW_SOFT_2_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Moth\Hit window\HIT_WINDOW_SOFT_2		3225
	276167098	Rattle_6	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\Rattle_6_B52A7F01.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Map\Press Pin\Rattle\Rattle_6		2890
	316028559	BULB_PICK_UP	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\BULB_PICK_UP_05233131.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\Pick up\BULB_PICK_UP		3444
	321766520	HIT_WINDOW_SOFT_6	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\HIT_WINDOW_SOFT_6_FF424C0E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Moth\Hit window\HIT_WINDOW_SOFT_6		3697
	326688811	BULB_SCREW_3	Y:\Documents\DADIU\Graduation Game\Project\Project_WwiseProject\.cache\Android\SFX\BULB_SCREW_3_6DB458CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle\Bulb\Screw In\BULB_SCREW_3		1907
